,Questions,"Responsible (0-Operator, 1-AI Agent)"
,"Mastercard ishlatish uchun nima qilish kere?ишлатиш учун пул толпнадими?,шунда биринчи 5.0 USD га толдириш кереми?,манда виртуал картаде уни заказ қсам боладими?",0
,SQB mobil ilova orqali mikroqarz olmoqchi edim Yunusobod bank filialiga boring dedi yunusoboddagi qaysi filialiga borish kerak,0
,"Kiridit javobi kelmayapti,2 million pul olmoqchidim",0
,Bank foizi har oyning 30-sanasida tushardi lekin joyida ilovasi ishlamagnligi sabablimi bilmadim haligacha tushmadi sababini bilsam boladimi,0
,"27 январда онлайн микрокарз учун ариза колдиргандим жавоби келмади,Приложениядан ариза берганман",0
,manga tolanmagan kriditim borakan wuni kridit nomerini qanca suma tawaw kereligimi etib berolismi,0
,Kartami raqami esimdan chiqibdi wuni tawab berila,0
,"ortiqcha tolangan soliq dan, pul kartaga tashash uchun banki tranzit raqami va MFO soravoti. Manga shu molumotlani tashab berolisilami?",0
,"Kredit olgandim,Puli tushmayabdi",0
,Meni fevral oyi kredit to‘lovim qancha malumot bera olasizmi,0
,Kredit haqidagi ariza tasdiqlanmadi,0
,"Mikroqarz olmoqchidim, sinov rejimda dep yozilgan ekan ilovada, kecha kechki payt ariza beruvdim 15 minutda javob keladi dedi lekin javob kelmadi,Qanday qilib olsam bo'ladi ilovadan olsam bo'ladimi yordam beraolasizmi",0
,Скб хумо картамни смсм хабарномасини тел ракамини озгартириб беринг илтимос,0
,бакт карталаримдан пул утказмоқчидим лекн муаммо боляпти,0
,"Sms xizmatini ulashga yordam berib yuboringizlar kartamga,Humo karta Sqb mobil ilovasini yuklab oldm royxatdan otdim",0
,Мен онлайн крдитга пул олмокчдим лекн иловага тушанвнмай колдим аризангз кабул клнди 15 минутда жавоб келади деб йозилди лекн аризамга ҳеч кандай жавоб келмади,0
,Men kiriditlarimni tekshirib berolasmi,0
,Men kreditga ariza bergandim 10 milon avtomobilni qoygandim garov evaziga tekshirib berasizmi,0
,Менга 3 ойга 3 300 минг карз олишим керак илова оркали.,0
,"Onlayn mikroqarzga ariza bergandik 24 yanvarda, javobi kelmayapti haliyam,Kelmayaptida ko'rib berishni iloji bormi",0
,Humo kartamga yoqilgan sms habar raqamini o‘zgartirmoqchiman,0
,"meni kartadan 23 yechilgan sababini bilmoqchi edim,Meni kartadan pul yechilgan sababini bilmoqchi edim",0
,"Мен иккинчи шахс кафиллиги билан микрокаризга ариза бергандим,Сизга куринадими,Кайси филаллмги",0
,Картани бонкаматга солсам шунака чек чикариб беряпти,0
,Qancha kreditga tolov qilishimda yordam beroliszmi,0
,Омонатимдан пул ечмокчиман лекин омонатим куринмаяпти,0
,"менин омонотим курсатмай турибди,Хеш унака булмаган еди",0
,Картадан пул отказиб булмаяпти,0
,Mening xisob raqamim korinmayapti,0
,qasyi oyiga to'liov qilishim kerak shuni bilmoqchiman,0
,"Men Jozibador omonat turiga online omonat quyganman.lekin hozir omonat bo'limida kursatmayapti. 
 SQB Ilovada ochgan vaqtim uz mobile raqam edi keyin shu programma ichidan raqamimni ucell ga o'zgartirdim shu sababli kursatmayaptimi?hisob raqam bulimida ham ism familiyam chiqmayapti",0
,"Men Jozibador omonat turiga online omonat quyganman.lekin hozir omonat bo'limida kursatmayapti. 
 SQB Ilovada ochgan vaqtim uz mobile raqam edi keyin shu programma ichidan raqamimni ucell ga o'zgartirdim shu sababli kursatmayaptimi?hisob raqam bulimida ham ism familiyam chiqmayapti",0
,Bank kartam ochmeti sqb ilovasida,0
,Master kartam ishlamayabdi nima uchun,0
,Men joyda ilovasidan kreditlar olgandim muddatidan oldin yopgan anketalarim uchun sug’urta badalini qaytarish kerak,0
,"Oʻnlayn omonat ochgandim,Hozir yoʻq bolib ketdi kimga muroajaq qilaman",0
,"Oʻnlayn omonat ochgandim,Hozir yoʻq bolib ketdi kimga muroajaq qilaman",0
,"Мастер кардни блокдан очиш кк,Масофадан туриб",0
,"Oʻnlayn omonat ochgandim,Hozir yoʻq bolib ketdi kimga muroajaq qilaman,Ichida 1mlndan koʻproq pulim ham bor edi",0
,"Salom ilovada omanatim haqida malumot koʻrinmayapti nimaga,Har kuni kunlik foizni koʻrib turardim",0
,"Omonat qo'ygandim onlayn,Shu ilova ochib ketibdi qayta tortib o'rnatgandim,Omonatim chiqmayabdi",0
,"Jozibali omonat turini tanlab pul qo‘yagan edim, lekin hozir hech narsa ko‘rinmayapti,Nima sababdan bunday bo‘ldi?",0
,Салом Форход ока иловадан картам очиб кетибди кайта улай олмаябман иордам берворинг,0
,SQB mobile ilovada visa ma’lumotim ko’rinmayapti,0
,Tranzit raqam bilan MFO kerak,0
,Ассалому алейкум. (Жозибали) вкладда пул куйгандим. Енди кириб карасам вкладим ёк .йуколиб колди счёта деган жойида фоизларим йигиларди у хам чикмаяпти .илтимос бартараф килишизни сурайман. У ерда пул куйгандим.,0
,"Mikroqarz olmoqchidim sinov rejimda dep yozilgan ekan klovada, ariza beruvdim 15 minutda javob keladi dedi lekin javob kelmadi",0
,"Микрокарзим бор эди тулов куни 01.02.2025й. Хозир 691000 тулов килдим, кредит камаймади, транзит хисобгахам тушмади",0
,MasterCard kartasi sqb mobilega ulab bolmayapti,0
,"Кредит бу ой ёпилганми?,карздорлик ёкми?",0
,"Mana shunday atkaz beryapti,Sababi nimada,Visa kartadan tolov qilgandim",0
,"Ilovadan pul oʻtkazdim kvitansiyasi yuklanmayapti,Kvitansiya yuklanmayapti",0
,Assalomu alaykum huma kartamni ulangan ilovalardan chiqartirsam boladimi,0
,"Oka man bugun mikroqarzga ariza bergandim korib beraolasizmi,Shartnomani kormadim xali,Arizani xolati qanaqa bilolmayabman",0
,Ака мени аризам очик экан лекин рад этилди,0
,"Men kiridet olmoqchiman,Lekin kafilni kiritib bo‘lmayapti",0
,"Salom men kredit olmoqchi edim ariza topwirdim,Arizamni raq qildi,Nmaga rad qildi,Wuni bilib berin",0
,Нега кредит аризам йуколиб колди,0
,Sug'urta polisini sanasi kerak,0
,Men Sqb ilovasini o'rnatdim lekin mastercard kartasini qo'shib bo'mayapti,0
,"Uz plastik kartamni uchirtirmoqchi edim,Sababi yuqotib quyganman",0
,"Кредитга ариза ташагандим,Жавоб кемаяпти",0
,Kartaga ariza berganman chiqqanmi yoqmi bilishim kerak,0
,Assalomu alaykum aka 9860020144911516 shu kartani sms xabarnoma yoqish kerak,0
,Idenifikatsiyadan o'tdim plastik kartamga ulangan telefon raqamimni o'zgartirib bering,0
,Humo Kartaga ulangan tel raqamimni ozgartirib bering,0
,"Plastik kartochka yoqoldi,Nomerini ozgartirib pulni yechishim kerak",0
,Kartaga ariza berganman chiqqanmi yoqmi bilishim kerak,0
,"Ассалому Алайкум, ман хозир иловадан бюджетга тулов килган едим 330242 сум ушани холатини текширб беринг илтимос",0
,Wifi ga pul otkazib bolmayabdi sababini bolsam boladimi,0
,"Assalamu aleykum mening nomimga humo karta ochilishi kerak edi,Mening nomimda bankdan nechta karta mavjud",0
,Men plastic qartamga ulagan raqamni oʻzgartirmoqchiman qanday oʻzgartirsam boladi yordam bersagiz,0
,"Sizlarni nomerilami,781509248,78 li kod mashenikla deb oyliman, sqb bank ni nomerimi bu",0
,Hamma plastik kartalarimni yopvorsangiz,0
,"Assalomu alaykum meni xumo kartam bloklanib qoldi,Yordam beraolasizmi",0
,"Мени виза классик картам блокланиб қолди,Шуни текшириб беринг илтимос",0
,Нима сабабдан блоклангани бўйича хабарим йўқ ишлаб турган эди,0
,Салом мен joyda иловаси оркали кредитлар олганман шу кредитларни шартнома ракамлари керак эди,0
,"Кредит ми куриб бероласимм,Пул тушибдими йоки йук",0
,"20 минг туширдим шундай килиб туширсам боладими,Шуни скб илова оркали толадим,Охирги марта тушган сумма ни хам куриб беринг илтимос",0
,"Assalom alekum kartamga pul tashaganidm 400000 somcha pul yoqolib qoldi,Bu karta siladan ochipgan tranzaksiyala tarixini chiqaromislami",0
,Nega javob bermay chiqib ketayabsilar 2 kundan beri savollarimga javob ololmayabman,0
,"Men kreditimni toʻlash uchun ichiga pul tashlaganman. Yechib olmayabdi kreditga, penya tug'ayabdi kredit.",0
,"Скажите пожалуйста что означают, подчёркнутые цыфры на картинке",0
,"Assalomu alaykum yaxshimisiz,Menga SQB ning. INN TRANZIT RAQAMI MFO",0
,"Plastikimga pul tushishi keregidi,Tushmadi",0
,"129141 arzia boyicha,Qachon korib chiqiladi",0
,Assalomu alaykum menga plastik kartamni tranzit raqami kerak edi,0
,Meni nomimda nechta karta bor bilib bera olasizmi,0
,Id raqamimni bilib bering,0
,Sanoat qurilish bankdan 57 mln kreditim bor. Birinchi to'lov yanvar oyida edi,0
,Nega bunaqa bo'lganini tushuntirib berolasizmi?,0
,Bonus pulini chiqarishga yordam berizlar chiqmayapti,0
,Kecha kiridit olgandim lekin plastika halitushmadi,0
,Kreditga ariza bergandim javobi yuq,0
,Meni omonatm aynan qaysi sanada tushadi shuni kòrb beringlar,0
,"Кридит бериляптими,Иловадан неча маратоба кридитга ариза юбордим жавоб келмаяпти",0
,"Man 25.12.2024 da 2 ta bir xul summalik pul o’tkazgandim, shuni kimga o’tkazganimmi bilib berolasmi?",0
,"Салом мани кредит ёпилдими,кеча пластикдан олган хаммаси ёпилганми",0
,Man SQB bank mijoziman manga tranzit raqami bilan MFO kerak,0
,Bobus pulini ololmayapman,0
,Assalomu alaykum kreditim yoqmi shuni bilmoqchi edim,0
,Салом kecha Кредит расмийлаштргандим 8 млн сум. 300 минг сугурта толадим 24 ойга олдим лекин хали туширип беришмади,0
,"Kiridt kartamda 147 minsom pulim bor ozimni kartamga pul otkazmoqchidm otkaz bervoti yordam qvoring qanaqib otkazsam boladi,Hamda qancha qarzim bor kiridtdan oyli tolov ichida",0
,Картани блокласа наа булади,0
,"Men karta min vaqtinchalik bloklamoqchiman,buladimi",1
,Salom Kredit uchun ariza tashladim javobi keldi lekin plastika tushmayapti,0
,Qancha kreditdan qarzim borligini ayta olasizmi,0
,"Soat birda mening ruxsatimsz kartamdan pul yechilibdi,Bugun 13.19 da,Kimga nimaga yecilgan bilib berolasmi",0
,Bankamatan karta chiqmayapti,0
,Kartani ulolmayabman,0
,SQB dan VISA Cartam boridi shuni yoʻqotib qoʻyganman. Joyda ilovasi orqali foydalanib yurgandim. Shu cartani ustidagi kodi kerak boʻlib qoldi,0
,"Бугун иш хаккига янги олган пластик картамни,Шу номеримга улаб беринг илтимос",0
,3063 karta da nima muammosi bor ekan bir kuringchi,0
,Xumo cardimni sms xizmatini yoqmoqchi edim,0
,Qarzdorligim tekshiribbering,0
,Кредит бу ой ёпилганми?,0
,Nimaga blok qilishdi oʻzi?,0
,Assalamu aleykum virtual karta ochgandim sms keldi ochildi deb nmaga ko'rib bo'lmayapti yordam bervorila,0
,Mikro qarzga ariza bergan edim javobi kelmayapti,0
,Salom. Meni nomimdan ipoteke kreditim bor. Kechiktirilgan summalar bor. Hozirgi kunda qarzim haqida bo'lmoqchiman.,0
,Qancha to'lasam muammodan chiqib turaman. Shuni bilib bering iltimos,0
,"Микро карз нега берилмаяпди иловада,Иловада ариза берсам жовоб кемаяпди рад этилди деган хам кемаяпди",0
,"Кредитга ту́лов килгандим ту́лов тушмаган,Мен ечиб олинди",0
,"контрактим возврат кигандим университетдегила тушган болиши кере дейшди,пулл бугун тушган болиши кере эди",0
,Квитанцияни ололмадим Joyda ilovasidan,0
,Ilovasida manitoring bolimida korinmadi sms ham kelmadi tushmagan boladimi,0
,Pul tashadim dip ayti tushgan tushmaganligini tekshirsa boladimi,0
,Nega kreditni hammasini yopdim,0
,Arizaga atkaz berildi sababini qanday bilsam boladi yoki korib berolasimi,0
,Mana oka koring AloqaBanktan kredit olmoqchi edim sizlarda ariza bor diyapti,0
,"30 млнга ариза берудим,Куриберинг",0
,Мен икки кун олдин онлайн микрокарз олиш учун ариза юбордим лекин жавоби келмади,0
,Мен аризани бекор килиб хозир яна бошкатдан ариза юбордим,0
,Нима сабабдан рад келганини курсатадими,0
,Налогвийдан ортикча Толов кайтариш хакида ариза берганман 24 январ куни ариза газначилика жонатилган шу банки реквезитини кириткандим банка пул тушкан йоки тушмаганлиги хакида малумот бероласизми?,0
,"qanday kamchilik bor,shuni bilib bering",0
,Кардамдан четга пул утмаяпти,0
,Men taklif qilgan insonga bonus berilmadi,0
,Mikroqarz boʻyicha ariza bergandim javob hali kelmadi oradan 2 soat vaqt oʻtdi,0
,Bank tomonidan otkazilgan tushunarli nima sabab shuni bilmoqchiman,0
,Assalomu alekum muddati otb ketkan 3ta kredetim boridi jarayon xozir qanaqa uyimga xat keludi ogoxlantirish shuni bilmoxchidm,0
,"Ancha vaqtdan beri ariza yopilmayapti,Otkaz qilsam ham bulmayapti",0
,Assalomu alaykum men bank kartamni blokdan chiqarmoqchi edim.Operator orqali blok qilgan edim,0
,Банк МФО ва СТИР рақамлари керак,0
,19 noyabar kuni ariza berganman mastercard uchun haliyam tayyor emasmi bank bog'lanman deb aloqag ham chiqmadi,0
,Салом яхшимисиз менга четдан пул келган шуни аниклаштириб беринг.,0
,"Menga,Sms,Humo kartamga,Habarnoma,Bo‘yicha",0
,"Кредит алайн деп едым, 15 минут да корып шыгады деп койыпты",0
,men kreditlarimni yopgandim bazadan o'chmayapti shuni o'chirib berolasmi,0
,Yangi plastik karta ish joyimdan ochilishi kerak edi ariza tashab kelgandim,0
,Tayyor bo'lgan yoki yo'qligini bilsam bo'ldi,0
,Men Uzcard Virtual kartaga ariza bergandim haligacha berilmadi ilovada,0
,Virtual kartani yuklashni bosyabman bulmayabdi,0
,Chu arizalarini hammasini ochirib bera olasizmi oka,0
,Mana oka koring AloqaBanktan kredit olmoqchi edim sizlarda ariza bor diyapti,0
,"Men mikroqarz uchun ariza tashlagandim,4000000 so‘m mikroqarz,Dinara javob kelmayapti",0
,"Менинг ойлик маошларим бор неча йиллардан бери ишлаб келмокдаман,Онлайн куринадику базангизда,Нима муаммо булмокда",0
,kecha xodimila kechga 6 dan kn tuwadi dyiwgandida,0
,Kecha shu bank ilovasidan 5 million mikro kredit rasmuylashtirmoqchi edim xaliyam javobi kilmadi nima qilsam boladi,0
,Kreditga ariza qoldirgandim hali javob kemadi,0
,"Kecha Rossiyadan kartamga 3000₱ tashladim kurs boyicha 373 000 tushishi kerak edi lekn 200.000 tuwdi somda,Bowqa tuwmadi",0
